text,true,response,pred
"I picked up a DVD at the 1 discount, having no idea what it's about (but at that price I can't resist..) In brief: I was positively surprised. So much that I did quite some research. On the German DVD (part 2 of a series of 3), episodes were recombined into two 85 minute parts, and out of order. Here are my results, based on Wikipedia's episode list: ""Doomsday"" is In My Boots + The Voice (final episode).  ""War of the Machines"" is Hel & High Water (1, 2) + Pod Listener + Juggernaut Down. Well, what can I say. Underdressed girlies are of course interesting for older men. I never watched Charlie's Angels so much, so I can't compare, but the more I watched, the less I looked out for bikini tops and their fillings. Instead, the characters (both m and f) became more interesting. I can imagine feminists have their fun with this, too. All in all, maybe a guilty pleasure, but a pleasure it was :^)",pos,Positive,pos
"This is a very famous Ninja movie but it isn't a nice movie. If you want to see some ninjas and some figures, want to know some things about Ninjas see this movie. This movie only for ninja fans and who wants to make nostalgia. First 20 minutes and last 20 minutes of the movie are best. You can just see Ninja figures and fight in this scenes. Between these are below the average, nearly bad as a movie. Acting is bad. Sho (black ninja) is the best actor in this movie. Frank Nero is a good actor and charismatic but he cannot fight good. Scenario is also not good. Its so simple. Franko Nero comes near to his best , old friend from army and war. He also protects him from mafia but he is having sex ( go to bed ) with his wife and his friend knows this but don't say anything to Nero negative. Is this possible in life ? What a friendship ! Finally this movie started a genre ; Ninja movies. Also there is the ninja master Sho Kasugi but some fighting scenes are not realistic and not fast even with shoo. This film is below the average even it is a classic.",neg,negative,neg
"Jeremy Irons and Forrest Whitaker are good actors. But this movie was badly written. First of all, during the hijack scene, Irons sits too comfortably in his chair...he appears to be READING something, and rather calmly too! Perhaps the director shot the actor in between takes? Also, the violence at the hijacking was a big letdown. Slow mo, bullets flying  how his wife and daughter get killed is just not that interesting and the tension is lost. His grieving afterward wasted another 10 minutes. Then he decided to ""get revenge"" and talk to all his industry journalist friends and ambassadors (he's a journalist for the stuffy Economist rag) and lo and behold, they actually give him tips on where to find the bad guys! How do they know? But what really made me turn the movie off halfway through was when Irons finds his way into a warehouse where baddies are hanging out  BUT NOT THE BADDIES WHO KILLED HIS WIFE  and blows them away anyway. so he's just a murderer. he gets away and, well...I shut it off. I mean I couldn't figure out how his friends knew anything, and also I thought he was after the remaining 2 guys in custody who were the original hijackers. Instead he's going after their friends, I guess, or anyone who hangs out in warehouses and leaves automatic weapons laying around. The suspense was just totally conventional and the dialog was lame (""it's OK son, crying helps,"" he says to his son. Son says ""no it doesn't"" and father says ""You're right..it doesn't."")Irons takes on questionable roles  like that one dragon movie he did. He was excellent in Brideshead Revisited, which is a completely different animal than this lukewarm thriller.",neg,negative,neg
"I was a still photographer working in Europe the summer that Jim Salter shot the movie Three. I did some swell pictures for him, one of which I was told became the poster for the movie. I didn't see the film until years later. I thought it was bad. A pity, because the elements that went into it were compelling. Robie Porter's girlfriend was almast as beautiful as Rampling herself. Salter asked if I would stick around and be an extra cameraman so they wouldn't have to shoot everything twice. I said sure, but I had to return to NY, promising I'd be back. Alas, I never did get back. One of life's unsung melodies. I wish I could post the pictures I made somewhere. Rowland Scherman",neg,Negative,neg
"I watched this show until my puberty but still I found it to reflex many situations that worry us when we're teenagers although it was a family oriented show. Until the mid 90's it focused more on the young adults and their situations. That's why I loved ""Step By Step"". I mean, it offered situations for every age and unlike many shows of it's kind, it delivered expectations. Let's be honest; this wasn't an extremely funny show, no, but it had some situations that you could feel related to but only funnier. There was an extremely good charm between Patrick Duffy and Susan Sommers. Duffy rocked! Sommers was tender and actually funny. I was in love with Stacy Keegan because she was extremely sexy (loved her legs) and witty. But Sasha Mitchell stole the show with his Cody character. He was the man back in the day! Oh, the memories. Nowadays, this show wasn't been able to adequate correctly on the new generations and that's why it should be kept in the vault of memories. That's it, only memories. Thank you Step By Step for making my puberty funnier.",pos,positive,pos
"ExCUSE me, but my tongue was TOO in my cheek when we filmed this piece o' poop. As the evil sister with hair that Mommy Dearest would envy, I did my very best to channel Tim Curry in Rocky Horror. I'm sad that this did not come across... Ah well, a friend compared it to a 'rock bottom budget SHOWGIRLS' with a white hot spoon.' I'll have to be content with that.  What amazes me is no one mentioned the endless (and dull) wet T shirt contest. It is seriously the longest wet T shirt contest in cinema history. And the only one where the contestants were wearing industrial strength cotton polyester shirts that defied all efforts to get them wet and translucent.  And didn't anyone catch the director's cameo as the dude on the payphone interrupted by our hero? With the line 'are we filming yet?"" clearly audible? Jeez, this is bad movie heaven for REAL aficionados...",neg,Negative,neg
"That's a bad, raunchy, predictable, tacky, salacious soap opera? ""The Best of Everything"" is just such a guilty pleasure for me, something along the lines of ""Valley of the Dolls"". I mean, ""Best"" has everything. Somebody gets pregnant out of wedlock (when's the last time you heard THAT phrase?), there are affairs everywhere, drinking, backstabbing, jealousy, and even a tragic but not altogether unexpected death. Caroline Bender (Hope Lange) and Mike Rice (the delicious Stephen Boyd) are the centerpieces of the goings on. Their chemistry is immediate and is the glue that keeps this film from becoming too fragmented. Suzy Parker, the off the chart gorgeous ex fashion model, appears as Gregg Adams, an aspiring stage actress, a role that, according to any biography I've ever read about her, was apparently not much of a stretch. But Parker does a surprisingly credible job here, more than holding her own in a couple of scenes opposite Louis Jourdan who plays David Savage. Jourdan probably took this role for the money and the special screen credit because he was clearly headed down the aging star has been road. Diane Baker is fine as naive, gullible April Morrison, Martha Hyer as Barbara Lemont has a particularly juicy storyline, and film legend Joan Crawford chews her usual serving of scenery as Amanda Farrow, another role, like Jourdan's Savage, that Crawford likely took for the paycheck. There is some obviously dated dialog and plot devices (this IS 1959), and the predictability of the soap opera genre. But if you like a good soap as I do, ""The Best of Everything"" will more than satisfy you.",pos,Positive,pos
"My wife and I watched this after DVR'ing it off of Encore action this past week. It has to be the worst horror flick either of us had ever seen. Predictable dialogue ( my wife and I were guessing the lines before they were spoken), hokey special effects, a screenplay that drifted all over the place. I think the part that was the most annoying was the stereotyping of the various characters in the plot, not to mention the gratuitous sex scene between two of the young heroines in the movie, neither of which had any real purpose other than to bare certain parts of their anatomy for the cameras. This movie should be categorized as comedy, not horror as the villains of the movie (spiders) were stop motion animated and not believable in the least. I can't say that I would have done a better job making a film myself, but it was very amateurish and wasn't even a ""B"" movie, somewhere closer to a ""d"" movie, or ""f"" if that is possible. I think even Science Fiction 3000 would have to pass on this one!",neg,Negative,neg
"This show is sheer entertainment and doesn't try to be a Greek drama. It certainly contains elements of one what with all the plot twists, but it's immensely engaging and fun. Las Vegas is the perfect setting for a show and they will certainly never have a lack of material to work with! Anything and Everything DOES happen there! The actors in this show are extremely personable and you really do want to see what they are up to and into each week. The show is also very funny. The humor arises from the characters and situations. Not just thrown in gratuitously. It's a well crafted show in that regard. It certainly makes me look forward to Friday nights and I'm glad I now own the first two seasons on DVD!",pos,Positive,pos
"The game was made in 1996, but it is still good today. the graphics is not that hot and the actors are not oscar worthy but the plot is twisted, diabolic and highly enjoyable. The dark story is compelling from the first film and is continuing throughout all the play. We played several people together for several reasons: 1) to use all our minds together. 2) not to be so afraid. Play this game and you won't regret this, just don't try to find a quake engine in there.",pos,positive,pos
"This movie's one redeemable quality (besides Ator's barely there loincloth) is the hilarious acting on the part of the bad guy, Zor. This wonderfully overplayed villain has a certain...oh, Shakespearean presence that made this movie bearable (hence the 2). I just giggled every time he pirouetted, lifting an incredulous eyebrow to henchman or hero. A true example of someone not getting paid enough. (And that BEARD!) Now really, what was with the 12 minute hang glider scene? Really, really, really bad. I can't emphasize that point enough. So, seriously, if you even deign to see this movie, watch the Mystery Science Theater 3000 version. With those dear silhouettes has many a horrendous movie been tolerated.",neg,Negative,neg
"I watched Cheats a few years ago with my friend. He hyped it up as a great funny film that is one of the best comedies ever. I think he was on crack or something. I just recently learned that this film was not released into theatres, I can understand why perfectly. THe basic plot involves a group of guys who cheat on pretty much all of their assignments in school to get good grades. That is the main problem of this film is that the morals are all bad. There are other teen comedy films where students do bad things but it is most often stuff that does not take place at school. So I think that the concept of having a whole movie that basically has kids cheating on everything is pretty bad. I did not like the characters in this film either. The main character guy is a completely smug arrogant idiot who is not a good protagonist. Actually I am not sure if you could say that there is a protagonist due to the fact that they all are cheating at school which is wrong. THe other supporting characters were not funny at all and basically the cast blows in this film. This film has a bad message and even worse acting and characters. There are other teen films that are way better than this film. So you do not have to see this one and that is a good thing because I do not recommend this film at all.",neg,negative,neg
"I just saw this on cable. I liked it. It held my interest and the dramatic choices were good. The old couple were very good and good at being subtly creepy. The cinematography is not so great, but the shabby video also adds to the sense of realism, so its a trade off, you know? At times the girl would hit the New England accent to hard. The accent would sort of come and go. Anyway, I thought the film was well done overall, though. The storyline was strong and dramatic tension was held because you felt their was some subtle mystery going on, even though things seemed mundane. Good job on a low budget. Another good SUNY Purchase filmmaker. Way to go.",pos,Positive,pos
"The movie Night Crossing captures the feelings experienced by the vast majority of East Germans during the period 1961 89. I lived in West Berlin during most of 1967 and travelled through The Wall into East Berlin on a weekly basis. Why? Excitement, crossing a border into a Soviet governed country, experiencing the smells and the feel of East Germany, which is why Night Crossing is excellent, it captures that very feeling, and it is exciting. I was arrested by the Vopos in Checkpoint Charlie and accosted by a man in his leather coat and dark glasses I am led to believe was Stasi. When I watch the movie I can smell cheap diesel and cooking oil, I can see the outdated vehicles, the drab clothing the public wore and the lacklustre produce in shop windows. It brings back memories of realising just how lucky I was to live in a free country. In 1988, I toured the DDR from East to West, North to South. East Germany had changed little since 1967. The Trabants, constantly breaking down, were still the main mode of private motorised transport, the shops still featured nothing much to tempt me, uniforms were still commonplace, but the people, the ordinary people were open and nice once you had gained their trust. Watch Night Crossing, it's as close to the truth as any movie you will see on divided Germany, even closer than two other favourites The Spy Who Came In From The Cold and Funeral In Berlin.",pos,Positive,pos
"I thought that i wrote a comment on this movie before, but i can't find it on here. anyway, i am writing it again. I accidentally found this movie from my college's library collections. It was free to watch, so why not. I am certainly glad that I watched it. I love this movie. I have seen a few Russian movies before, most of them have serious topics. I am surprised that this was one a good comedy. I had a great laugh while watching it. and this is a movie that i want to buy. this thing is so funny. and they are not just silly funny, those plots were very original, and well thought, so they don't seem to be silly at all. I am surprised that this movie didn't attract many viewers. This is a classic that you can watch it over and over. those actors were also very authentic, their acting are real, not faked. if you haven't watched it, go get a copy soon! definitely recommended.",pos,positive,pos
"I loved this movie when I was a kid. I saw it theatrically. Randy Edelman did a good composition of the soundtrack. David Seville is the Chipmunks' father and recording manager. The Chipmunks consist of Alvin, who is best known for playing the harmonica, Simon, who is a bright and studious chipmunk & Theodore, who is the youngest and is always hungry. There is a lady known as Miss Miller, who looks after the chipmunks and has 3 daughters known as Brittany, Jeanette & Eleanor, who all have the same character as the Chipmunks. My favourite songs from this soundtrack include ""Diamond Dolls"", The Girls of Rock & Roll"", & the touching ""My Mother"". Alvin really wanted to see Europe when Dave had to go there for business. The Chipmunks meet the Chipettes playing the Around the World in 30 days video game which led them to race each other doing the real thing.",pos,positive,pos
"Focus is an engaging story told in urban, WWII era setting. William Macy portrays everyman who is taken out of his personal circumstances and challenged with decisions testing his values affecting the community. Laura Dern, Macy and David Paymer give good performances, so also the good supporting ensemble.",pos,positive,pos
"I stumbled upon this movie whilst flipping channels on the teevee late one night. It has continued to hold my interest some twenty years later, because of the important real life lesson it teaches us about the dark side of human nature. And although it tells a true story that takes place in WWII, it is amazingly apropos to the ugly things happening in Europe today. If you thought ""ethnic cleansing"" as it's called today, has anything to do with race or ethnicity, you'll think differently after viewing this story. I guess I'd been pretty naive in thinking that evil follows any prescribed set of rules. Evil is as evil does. This movie teaches a valuable lesson, and I recommend it especially to e.g. church groups or civil rights organizations. I don't expect it will be too easy to find and rent, but I'd really like to see it again, because there is one amazing scene in it which gives a totally unintentional yet interesting glimpse of the banal intricacies of ""race expertise"". In this scene, the protaganist, who was taken prisoner by the Nazis at the beginning of the war, is ""discovered"" by an SS race authority, and ushered into a room. There the two play a sort of guessing game, where the SS officer is able to determine where our hero (Anthony Quinn's character) came from    and where his ancestors came from. Well ""come to find out"" that Quinn's character isn't a member of an ""inferior"" race after all, but to the contrary, he's a perfect, archtypical Aryan! Which doesn't mean a whole lot to Quinn's character, who is more interested in talking about the towns, rivers and mountain ranges that the SS guy had just been naming... Nevertheless, being a perfect Aryan archetype has its perks. Among other things, he gets to leave his job in a slave labor factory where he wears striped rags, and into a slave modeling job where he gets to wear tailored Nazi uniforms. Yeah, it's a better gig for sure for a guy who always did appreciate wearing nice clothes... until the Allied armies arrive, and recognize his face from magazine covers. ",pos,Positive,pos
"A bare faced rip off of Se7en and not fit to clean its shoes. The word 'predictable' must have invented for just such an occasion as this. Lambert is wooden, as always (his moments of 'emotion' are laughable, as is his accent). The 'climax' is not that at all as we've had so many signals, and by the end we're simply immune to flesh, rotting and otherwise. Altogether a real mess.",neg,negative,neg
"For all viewers out there who have slammed John Waters for creating a film like Pink Flamingos, just stop. It's getting you nowhere. Has anyone ever cared to stop and think about the ambition and dedication Mr.Waters possesses. To gather your best friends up and to create a movie just to gross out thousands of viewers all over shows this man has a great deal of ambition inside himself. Just read his biography Shock Value. It discusses the lengths he went through to get this film finished. Maybe it wasn't just the fact that John made this film to gross people out, it was to prove that there can be something such as good bad taste>",pos,Positive,pos
"""In the sweltering summer of 1958, the Deuces, a gang of Brooklyn toughs, find their turf threatened when the leader of a rival gang, the Vipers, is released from prison. Leon (Stephen Dorff), the Deuces' leader, tries to guide his boys through bloody brawls to keep the Vipers out. But when his brother (Brad Renfro) falls into a sultry   and dangerous   relationship with Annie (Fairuza Balk), the sister of a Viper, and his own girlfriend is brutally attacked, Leon and his gang are plunged into an all out war to save his brother, his girl   and his neighborhood!"" according to the DVD sleeve description. This is definitely no ""Basketball Diaries"". Think of it as ""West Side Story"" getting hit over the head with baseball bats and steel pipes, stickball having left Brooklyn with the Dodgers. ""Deuces Wild"" has some cool Hollywood sets, 1950s cars and soundtrack songs; and, much of it is nicely photographed by John A. Alonzo. The story and direction never get beyond these strengths, which enables the film to peak during its opening minutes, and proceed downhill. The cast looks good when you read the credits, but translates into an ageing, flabby mess of phony pompadours, blood, and Brylcreem and one fright wig. A sense of sadness and regret permeates the production. *** Deuces Wild (5 3 02) Scott Kalvert ~ Stephen Dorff, Brad Renfro, Fairuza Balk, Frankie Muniz",neg,negative,neg
"And one of 'em are bad movies. The title, as it turns out, refers to a killer of the human male variety, not fish. This is not the Dante directed ""Piranha"" of '78 (which did have the fish) and is also known as ""Piranha, Piranha."" A trio of photographers, 2 men and a woman, hook up with a local hunter trapper named Caribe somewhere in the Amazon jungle. Unfortunately, they are not familiar with the film resume of William Smith, who plays Caribe; otherwise, they would have known immediately he is the villain of the piece. Smith may have also refused to film the ending or cut out before they finished filming (see end of this comment). As mentioned elsewhere, this pic has a lot of filler   lengthy shots of the local wildlife (birds)   and the central set piece, a motorcycle race, which goes on too long. The reason this gets a second star from me is, of course, William Smith, who can't really save this sludge, but once again proves why he was the 'go to' guy 30 35 years ago if you needed a really nasty villain; at his best, Smith could be really terrifying. He's the type who enjoys killing, possibly in sadistic fashion, and you get that sense from the evil grin he usually puts on when a mood strikes him. Physically, he's very imposing, and you know the other 3 characters are pretty much doomed within the first half hour. This was what Smith brought to most of his roles; it seems hopeless for the other characters against this manlike monster. Unfortunately, the movie continues to muddy things up to the very end, as if a minute of footage was lost   a confusing, incomplete climax.",neg,Negative,neg
"28 years before 9 11, there was another 9 11 which represented a key date in the history of Chile, South America and the whole world. This was the date in 1973 when a bloody coup in Chile deposed Salvador Allende the first Marxist president elected democratically anywhere in the world and put an end to the Chilean experiment of a democratic transition from capitalism to socialism. Allende committed suicide when the armed forces attacked the presidential palace. Unfortunately this film is too biased and too nostalgic towards the time of Allende's rule to be an objective rendition of the man and of his place in history. The times were troubled and Allende was a disputed figure in the history of his country and of the whole world. True, he was democratically elected, but his policies plunged Chile into economic crisis. He was deposed by a coup and a right wing dictatorship followed with repression and flagrant human rights abuses, but he was also an ally of Castro who saw in his policies another way of making revolution. We'll never know if his tentative to build a socialist yet democratic society would have succeeded. The authors of the movie take a completely pro Allende position, there is no opinion or point of view trying to explain the other side, to answer questions like why did the middle class oppose him, or how his democratic views could go together with supporting or being supported by Castro. The tone of the commentaries is nostalgic and apologetic, almost propagandistic. People who want to get a better understanding of this episode of the history need to wait for a more balanced and objective film or book in the future.",neg,Negative,neg
"Wow, this movie is bad. Think ""Flashdance"" with ninjas. The worst part is when a sword is supposed to be floating in midair, but you can see the strings. Or maybe the worst part is the gigantic eye patch (that looks like a coaster) that the good ninja wears. Actually, there are so many bad parts, I can't make up my mind which is the worst. I can't believe anyone actually put up the money to have this thing made. The only redeeming value is that it is good to laugh at.",neg,negative,neg
"While its not the masterpiece that ""Le Samourai"" was (I've accepted by now that Jean Pierre Melville was never able to top that classic), I find ""Le Cercle Rouge"" to be much better than ""Bob le flambeur"". I felt that ""Bob le flambeur"" was an above average and influential b film, but still a b film. ""Le Cercle Rouge"" proves that as a filmmaker Melville improved as he continued. John Woo is a massive fan of Melville, even though their film making style differs. While Woo uses fast motion for shootouts and an operatic sense of violence, Melville has a minimalist style that suits him very well. He wasn't interested in creating quickly paced action films but more meditative crime thrillers. In that department, he was one of the best. ""Le Samourai"" is still his best work, mainly because it has more character development than this, but on a technical level they're probably equal. Besides, while ""Le Samourai"" had one great lead performance, this has four. Alain Delon is once again an ultra cool gangster on the prowl   this man's silence is fascinating. Bourvil is superb as the police inspector on the case of the heist and escaped con. He steals every scene he is in, and proves that he was a skilled dramatic actor (in France he is best known as a slapstick comedian in the mode of Buster Keaton). Yves Montand is great also as the shaky and paranoid gun expert. Gian Maria Volontè (a regular in spaghetti westerns) is overshadowed by his three co stars but still does an adequate job. Once again, Melville's direction is superb. Taking equal influence from both American crime thrillers and the French new wave, the man always seems to know the best shots and angles to choose. This is more slowly paced than most caper flicks, but it really pays off by the end. ""Le Cercle Rouge"" is a bit short of being an absolute classic, but is still one of the best heist flicks ever made. Tarantino must've seen this before making ""Reservoir Dogs"". (8 10)",pos,positive,pos
"There are worse ways to spend an evening than watching this movie, although it IS a tad predictable. Drew Barrymore does a very good job of being the outcast nerd in this film   excellent casting choice. What I found a bit hard to believe is that the popular girls finally accept her   in my experience that crowd has a longer memory than that, and knowing how AWFUL Drew's character was (ostrich feathers?) at the start of the school year would have kept them miles away, regardless of what rumors her brother drums up. (And does ""Kole Slaw Food"" really make HIM all that popular? I doubt it). As for rooting for Drew's character to win big as a reporter   well, I would have hoped she could have come up with a story long before the prom. A bit contrived. Having said all that, it was a cutsie piece of fluff that will be entertaining as long as you don't expect too much.",pos,Positive,pos
"I forsee many students now signing up for student exchange to Barcelona and being disappointed when they don't have quite such an exciting time. The movie was enjoyable. It's of course always a pleasure to see Audrey Tatou. However, I have a very strong issue with part of the movie. The lesbian roommate tells Xavier that women like to be physically dominated (which I take issue with) and shows him some sort of butt grabbing move that's guaranteed to get a woman. Xavier then tries out the butt grab on a shy married friend   who starts out saying ""no no"" ""I'm married, I'm married"" but then somehow succumbs to the butt grab?? All of a sudden she's moaning ""yes yes"" and they're going at it on the benches in Parc Guell. I found this really really offensive. Furthermore it is very stereotyped. How often have we seen scenes where the woman says ""no"" but obviously doesn't mean it? No means no. Grabbing butts physical domination isn't going to make it right. It just totally supported the stereotypical rape myths. I wasn't even sure how to read the next scene where he gloats to the lesbian about how it worked and how next time he was just going to demand ""suck it, slut"" (or something like that). Did he really think forcing himself onto a woman with no respect for her feelings was the way to go? This section really ruined the movie for me.",pos,negative,neg
"It was easy to dismiss this film as hyperbole at the time of its release. Fonda, Douglas and Lemmon were known ""lefties"", but the accident at Three Mle Island provided shocking context to this fictional drama. This film works on many levels, taking shots at both public utilities and TV news. 1979 was the zenith of the infamous ""Happy Talk"" format of TV news (see also ""Ron Burgundy"") and it's on display here in all its glory. The sonorous anchor grimly reads a story about a ""grinding head on collision"" before cheerfully introducing Kimberley Wells (Fonda), doing a story about a veterinarian who makes house (or is that ""aquarium?"") calls. The show's producer and the station manager argue about content   or lack thereof   behind the scenes. There are a few technical errors. The PR flack (James Hampton) shows Fonda and Douglas the requisite scale model of a pressurized water reactor plant, built by Westinghouse. Later, as Lemmon and Wilford Brimley (nicely playing Lemmon's friend colleague, caught between duty and loyalty) fight a sudden crisis in the plant' s control room, they're obviously running a boiling water plant (built by GE.) A small point, but curious, considering how many details the screenwriters got right. Like any good drama, the film asks more questions than it answers. The real world accident at TMI proves the film's basic premise. The working title for the film was originally ""Power"", and you'll see why. As nuclear power prepares to make a comeback in these days of $3 gas, ""The China Syndrome"" is as relevant today as it was over 25 years ago.",pos,Positive,pos
"If this movie were in production today it would probably have the christian right wingers screaming 'child porn'. It is far from a great film, in fact it is rather pedestrian. However, if you have an imagination and a fond remembrance of youth and first love I recommend it.",neg,Positive,pos
"trying hard to fit into the scary space comedy genre, this film falls down in two of these. It does indeed take place in space   but it is neither funny or scary. The plot is dismal and the one joke, concerning the computer's intellect, is overplayed to death. Saying that Paul Whitthorne as Ethan, Angela Bassett as Fran and Brad Dourif as Al Bert make the best of their ham script. The homo esque relationship between Ethan and Al Bert is hinted at but never explored whilst the attempt at sexual tension betwen fran and rick is so crude as to be laughable. All in all this is a turkey that is best suited to late night tv, preferably whilst do the ironing.",neg,Negative,neg
"Basically, this was obviously designed to be promotional material for the movie produced by the same horrible director, which happens to be even worse than this documentary and absolutely the worst movie I've ever seen, so avoid it at all costs. As for this documentary, it's entertaining; entertaining and blatantly misleading! Most of the ""historical"" looking footage is most likely just that, historical footage from completely unrelated events that were sadly cut and pasted into this documentary to make it more dramatic than it would have ever been otherwise. There's no doubt that Waverly is a pretty interesting place with plenty of it's own fascinating history, but manufacturing a documentary to market the locale and the related production is, for lack of better words, appallingly useless. And yes, I've lived in Kentucky my whole life, and I have visited the location numerous times. Waverly Hills deserves respect; and there's nothing respectful about this lame documentary.",neg,negative,neg
"Before I continue forth with the new millennium, I will go back in time once more because I had completely forgotten about these gems!!!!! In 1987, Disney, while still a ""low"" company in the 80s, was able to start a series of films on television called ""Not Quite Human,"" about a geeky teenager who, like in ""Inspector Gadget,"" looks like a human but is really a robot!!!!! Now this SCREAMS 80S, along with other films like ""Tron"" and ""Honey, I Shrunk The Kids"" because it combines everything of yesteryear with the technologies of tomorrow!!!!! My parents remember seeing this on the TV back then, back when I was just born or something. However, my very first encounter with this film was on the Old Disney Channel (one time, I've seen this, and the other parts, on my 12th B'day in May of '99!!!!!) ""Not Quite Human"" is a very good series of films to watch, if you can ever find these movies again.  Has this been shown recently? If so, give me an e mail or personal message. 10 10",pos,Positive,pos
"This derivative erotic thriller remains watchable most of the way, mainly because a viewer is casually curious about how it will turn out, and because the director, Peter Hall, manages to stage a pretty hot (and quite bold) sex scene. But the finale, though unexpected, is preposterous, and the whole plotting (complete with childhood traumas and multiple personality disorders) reveals itself to be unbearably cliched, especially as far as motivation is concerned. (*1 2)",neg,Negative,neg
"This film, with only two characters, takes you closer to these two people, the interrogator and the prisoner, than most films take you to any character, however well crafted. The sheer confusion, terror and pain which Madeleine Stowe's character undergoes is deeply disturbing, as is Alan Rickman's sadistic yet charming interrogator. This film is all too possible, and builds to a shocking climax, the effect of the film as a whole leaving you sitting in silence at the end. It'll haunt you for a long time.",pos,Positive,pos
"My Wife and Kids was billed as the 00s very own Cosby show  but unlike the latter, it was unfunny and unwatchable. In fact, it is so poorly written and some of the jokes revolve around Michael mickey taking Michael Jr's dumbness and the fact that he is such a loser  which got more and more tedious and annoying as the show went on. What was supposed to have been a promising hit, eventually turned into a dumb, silly show later on where the ideas became so OTT and ridiculous. And as for the second Claire, i ended up disliking this character so much: she became a spoilt, childish and moaning teenage brat, in most of the later episodes. MWAK was no Cosby show trend setter, rather it was just a poor black sitcom by general standards.",neg,Negative,neg
"""Traffik 1989"" is an Emmy award winning six part miniseries out of the UK which was the inspiration for the Oscar winning ""Traffic 2000"". The five hour film breaks down the opium heroine trade for the viewer from the handcasting of poppy seeds in an Afghanistan field to the ""head rush"" of a mainlining junkie in a flat in England. Not only does ""Traffik"" offer entertainment value through interleaved dramatic stories it also provides an overview of the international drug trade at all levels answering the who, where, how, and why questions of the age old and unstoppable narcotic supply demand machine. Synergistically entertaining and educational, ""Traffik"" will prove to be time well spent for teens and up. (A)",pos,Positive,pos
"I don't think this movie had the effect on me that was intended: seeing American soldiers shooting wounded soldiers from the other side, and punching wounded prisoners in their wounds to torture them into making them talk made me root for the other side. It certainly made the US forces look anything like ""the good guys"". Was this supposed to be acceptable?",neg,Negative,neg
"'Blade' would be an extremely above average comic book, vampire hunter action horror if it weren't for two minor flaws. #1 I loved seeing the all but invincible Blade Snipes do his slicing and dicing, but the whole ""Yes!"" fist punch was literally a letdown. #2 Bad, no make that horrible, CGI  even for 1998 standards. This is mainly in the last third, but some sprinkled throughout. Okay, despite those minor infractions, I really enjoyed this movie. All actors did a suburb job and the fact that this now looks like yet another 'Matrix' rip off is hilarious considering this came out one year prior. So maybe 'The Matrix' copied 'Blade.' At any rate, it's a very movie for multiple genre loving audiences: Comic Book geeks, action fanatics and horror vampire lovers. So, we have Blade, half man half vampire, or ""day walker"" and his accomplish, Whisler (a la ""Batman and Alfred"") battling the undead who, apparently almost out number humans. Who knew? In a rare act of humanity (Blade's more of an antihero) our sword ninja vamp rescues a newly infected (coincidentally) blood specialist doctor. Meanwhile, trouble brews amongst the vampires as one wants (you guessed it) supreme power and needs Blade somehow to obtain it. It's not the most original concept, if you read what I just wrote, but still highly enjoyable. You will want to see Blade succeed, you will root for him despite his imperfections and mannerisms. And you will know what's coming as this is the typical act 1 2 3 of a comic book introduction movie. Still, watch this without trying to go too deep. Such as Vampire SPF 1000 ""suntan lotion""? Really? What about the scalp? Wouldn't that still burn? Just like the money they burn for weapons? Uh, okay, I am going too deep. Once again, sit back and enjoy the techno charged fun ride.",pos,Positive,pos
"Katharine Hepburn as a mountain woman who mixes prayer with positive thinking  and is thought by the local folk to be a witch. Kate works overly hard trying to convince us she's a backwoods hick (named Trigger Hicks!), but you can see she doesn't even believe in this unintentionally comical scenario. Constantly smiling Robert Young plays a foreman working on the construction of a mountain dam who becomes Trigger's first crush...but alas, he's married! No amount of white magic can resuscitate this formula, based on a play and brought to the screen by R.K.O. with too broad a hillbilly flourish. It is ungodly, and just about unwatchable. *1 2 from ****",neg,Negative,neg
"I would probably want to give this movie a zero if not for the climax, which involves not really Snakes on a Train, but rather Train IN a Snake. The premise was cooked up far more than likely over the course of a night of beers after hearing about Snakes on a Plane in production (this, in fact, was released to coincide with that film's release). The joke is probably not lost on those who will seek this out; I don't think there would be a soul out there who would consider this anything as a serious action thriller effort (unless on an ironic level beyond the capacity for rational thought). It's about a Mayan curse placed on a woman who's damned by her family for leaving with another man, and is soon seen sickened and coughing up green slime laced with, of course, snakes. She and her beau go on a train headed for Los Angeles, and very soon after the more than cliché characters are privy to snakes overtaking the train  with the originator woman becoming a snake herself.  If it would be worth listing more about the movie I would, but there isn't enough time during the day. All that can be said for the quality factor is that it's almost on existent; there are student short films with larger budgets. Maybe that was a wise calculation on the filmmakers' end, that there would be so many copies sold, just for the joke factor alone, that they would re coup their budget in the first weekend. Because by looking at the sets (the trains themselves change randomly in the middle of a scene!), the actors (if you can call them that, with only one other actor  the one with the very thin hair who hits on the one woman throughout the movie  who benefited from the flick being produced), the FX (also next to non existent, making the effects in Snakes on a Plane seem like Star Wars), and the actual CGI snakes themselves, with the final huge behemoth snake something to behold in sci fi movie channel terms. This all means, basically, that it is a laugh riot every step of the way (especially, as cruel as it sounds, when a little girl becomes involved in a snake's ""attention""), with the very disregard for good taste working well in its favor. This being said, it is also 100% disposable, like a B movie sour flavor lollipop.",neg,negative,neg
